OBJECTID,CNN,STREETNAME,FROM_ST,TO_ST,FACILITY_T,DIRECT,SURFACE_TR,BARRIER,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,INSTALL_YR,INSTALL_MO,UPDATE_YR,UPDATE_MO,GLOBALID,SYMBOLOGY,SHARROW,BUFFERED,RAISED,CONTRAFLOW,GREENWAVE,BIAP,SM_SWEEPER,shape
4690,4844000,DIVISION ST,9TH ST,UTAH ST,CLASS IV,2W,GREEN PAINT,PARKING,,W,1,0,0,Division St,0.03899667,36,2010,,2016,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4062 37.76946, -122.40639 37.769367, -122.40671 37.769302, -122.40687 37.769295)"
4018,4844000,DIVISION ST,9TH ST,UTAH ST,CLASS IV,2W,GREEN PAINT,PARKING,,E,0,0,0,Division St,0.03899667,36,2010,,2016,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4062 37.76946, -122.40639 37.769367, -122.40671 37.769302, -122.40687 37.769295)"
4363,4843000,DIVISION ST,SAN BRUNO AV,9TH ST,CLASS IV,2W,GREEN PAINT,PARKING,,W,1,0,0,Division St,0.02022069,25,2000,,2016,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40593 37.769653, -122.4062 37.76946)"
2355,4846201,DIVISION ST,POTRERO AV,11TH ST,CLASS IV,2W,GREEN-BACKED SHARROWS,CONCRETE,,W,0,0,0,Division St,0.16144612,50,2010,,2017,5,,SEPARATED BIKEWAY,1,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.408 37.769238, -122.40854 37.76925, -122.40925 37.769215, -122.40953 37.76923, -122.41074 37.769417, -122.41092 37.769405)"
3695,4842000,DIVISION ST,VERMONT ST,SAN BRUNO AV,CLASS IV,2W,,SAFE-HIT POSTS,,E,0,0,0,Division St,0.05209567,25,2000,,2016,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.404976 37.76971, -122.40593 37.769653)"
5182,4839000,DIVISION ST,HENRY ADAMS ST,8TH ST,CLASS III,1W,,,,E,0,0,0,Division St,0.03315176,40,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4034 37.769802, -122.404 37.769768)"
1830,4846201,DIVISION ST,POTRERO AV,11TH ST,CLASS IV,2W,,CONCRETE,,E,1,0,0,Division St,0.16144612,25,2010,,2017,5,,SEPARATED BIKEWAY,1,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.408 37.769238, -122.40854 37.76925, -122.40925 37.769215, -122.40953 37.76923, -122.41074 37.769417, -122.41092 37.769405)"
4567,4843000,DIVISION ST,SAN BRUNO AV,9TH ST,CLASS IV,2W,GREEN PAINT,PARKING,,E,0,0,0,Division St,0.02022069,25,2000,,2016,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40593 37.769653, -122.4062 37.76946)"
3082,4841000,DIVISION ST,TOWNSEND ST,VERMONT ST,CLASS II,2W,,,,W,0,0,0,Division St,0.03287272,23,2000,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40438 37.769745, -122.404976 37.76971)"
3527,4845000,DIVISION ST,UTAH ST,10TH ST,CLASS IV,2W,GREEN PAINT,PARKING,,E,0,0,0,Division St,0.0616949,50,2010,,2016,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40687 37.769295, -122.408 37.769238)"
3179,4889101,DOLORES ST,DAY ST,30TH ST,CLASS III,2W,,,,S,1,,,Dolores St,0.057676,90,2012,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42429 37.74303, -122.4242 37.742928, -122.42415 37.74235, -122.42422 37.74223)"
1352,4888101,DOLORES ST,29TH ST,DAY ST,CLASS III,2W,,,,N,0,,,Dolores St,0.05803801,45,2012,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42437 37.74383, -122.42428 37.743725, -122.424225 37.74314, -122.42429 37.74303)"
3501,4889201,DOLORES ST,DAY ST,30TH ST,CLASS III,2W,,,,N,0,,,Dolores St,0.05778763,45,2012,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42429 37.74303, -122.42437 37.74292, -122.42432 37.742336, -122.42422 37.74223)"
2430,4888201,DOLORES ST,29TH ST,DAY ST,CLASS III,2W,,,,S,1,,,Dolores St,0.05813828,45,2012,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42437 37.74383, -122.424446 37.743717, -122.42439 37.743134, -122.42429 37.74303)"
537,11130000,DOUGLASS ST,ROMAIN ST,21ST ST,CLASS III,2W,,,,,0,0,0,Douglass St,0.06836265,49,2012,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43898 37.756413, -122.438896 37.755516, -122.43885 37.75543)"
3806,4941000,DOUGLASS ST,17TH ST,MARKET ST,CLASS III,2W,,,,N,0,0,0,Douglass St,0.05549509,49,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.439476 37.762222, -122.4394 37.76142)"
719,4941000,DOUGLASS ST,17TH ST,MARKET ST,CLASS III,2W,,,,S,1,0,0,Douglass St,0.05549509,50,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.439476 37.762222, -122.4394 37.76142)"
2036,11130000,DOUGLASS ST,ROMAIN ST,21ST ST,CLASS III,2W,,,,,1,0,0,Douglass St,0.06836265,49,2012,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43898 37.756413, -122.438896 37.755516, -122.43885 37.75543)"
1277,4965000,DOWNEY ST,FREDERICK ST,ASHBURY ST,CLASS III,1W,,,,S,1,,,Downey St,0.23770088,55,2010,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44719 37.767105, -122.446495 37.763702)"
3374,4964000,DOWNEY ST,WALLER ST,FREDERICK ST,CLASS III,2W,,,,S,0,0,0,Downey St,0.12979335,55,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.447556 37.768963, -122.4472 37.76719, -122.44719 37.767105)"
2499,4988000,DUBOCE AVE,SANCHEZ ST,STEINER ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,E,1,0,0,Duboce Ave,0.01174099,47,2006,,2012,,,NEIGHBORWAY,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43134 37.769318, -122.43156 37.769302)"
3708,4988000,DUBOCE AVE,SANCHEZ ST,STEINER ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,W,0,0,0,Duboce Ave,0.01174099,47,2006,,2012,,,NEIGHBORWAY,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43134 37.769318, -122.43156 37.769302)"
2171,4986000,DUBOCE AVE,FILLMORE ST,BELCHER ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,E,1,0,0,Duboce Ave,0.01873934,47,2006,,2012,,,NEIGHBORWAY,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42989 37.7694, -122.43024 37.769386)"
4741,4987000,DUBOCE AVE,BELCHER ST,SANCHEZ ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,W,0,0,0,Duboce Ave,0.06092811,350,2006,,2012,,,NEIGHBORWAY,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43024 37.769386, -122.43134 37.769318)"
3137,4984000,DUBOCE AVE,BUCHANAN ST,CHURCH ST,CLASS I,2W,,,,E,1,0,0,Duboce Ave,0.156349,730,0,,0,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42629 37.769596, -122.426674 37.769527, -122.42898 37.76939, -122.429115 37.76945)"
4935,4985000,DUBOCE AVE,CHURCH ST,FILLMORE ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,E,1,0,0,Duboce Ave,0.04270422,350,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.429115 37.76945, -122.42989 37.7694)"
1292,4984000,DUBOCE AVE,BUCHANAN ST,CHURCH ST,CLASS I,2W,,,,W,0,0,0,Duboce Ave,0.156349,30,0,,0,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42629 37.769596, -122.426674 37.769527, -122.42898 37.76939, -122.429115 37.76945)"
3189,4987000,DUBOCE AVE,BELCHER ST,SANCHEZ ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,E,1,0,0,Duboce Ave,0.06092811,350,2006,,2012,,,NEIGHBORWAY,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43024 37.769386, -122.43134 37.769318)"
2395,4986000,DUBOCE AVE,FILLMORE ST,BELCHER ST,CLASS III,2W,GREEN-BACKED SHARROWS,,,W,0,0,0,Duboce Ave,0.01873934,350,2006,,2012,,,NEIGHBORWAY,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.42989 37.7694, -122.43024 37.769386)"
766,4985000,DUBOCE AVE,CHURCH ST,FILLMORE ST,CLASS IV,2W,GREEN PAINT,CONCRETE,,W,0,0,0,Duboce Ave,0.04270422,47,0,,2012,5,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.429115 37.76945, -122.42989 37.7694)"
1888,0,ECOLOGY TRAIL,ARGUELLO BLVD,W PACIFIC AVE,CLASS I,2W,,,PRESIDIO,W,1,,,Ecology Trail,0.07190472,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45946 37.789646, -122.459404 37.78966, -122.45934 37.789673, -122.4593 37.789677, -122.45925 37.78968, -122.45918 37.789692, -122.459114 37.789707, -122.45856 37.789825, -122.45849 37.789837, -122.45842 37.789845, -122.45834 37.789852, -122.45827 37.789864, -122.45825 37.78987, -122.458244 37.789883, -122.45823 37.789894, -122.45823 37.789906, -122.45822 37.78992)"
2841,0,ECOLOGY TRAIL,ARGUELLO BLVD,W PACIFIC AVE,CLASS I,2W,,,PRESIDIO,E,0,,,Ecology Trail,0.07190472,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45946 37.789646, -122.459404 37.78966, -122.45934 37.789673, -122.4593 37.789677, -122.45925 37.78968, -122.45918 37.789692, -122.459114 37.789707, -122.45856 37.789825, -122.45849 37.789837, -122.45842 37.789845, -122.45834 37.789852, -122.45827 37.789864, -122.45825 37.78987, -122.458244 37.789883, -122.45823 37.789894, -122.45823 37.789906, -122.45822 37.78992)"
3151,15204000,EGBERT AVE,ARELIOUS WALKER DR,EGBERT AVE,CLASS II,2W,,,,N,0,,,Egbert Ave,0.03310368,,,,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38515 37.718403, -122.38522 37.718468, -122.38562 37.718697)"
2658,15205201,EGBERT AVE,EGBERT AVE,GIANTS DR,CLASS II,1W,,,,N,0,,,Egbert Ave,0.0378954,,,,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38562 37.718697, -122.38565 37.718815, -122.3857 37.71889, -122.38577 37.718952, -122.386024 37.719116)"
1136,15204000,EGBERT AVE,ARELIOUS WALKER DR,EGBERT AVE,CLASS II,2W,,,,S,1,,,Egbert Ave,0.03310368,,,,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38515 37.718403, -122.38522 37.718468, -122.38562 37.718697)"
1075,15205101,EGBERT AVE,EGBERT AVE,GIANTS DR,CLASS II,1W,,,,S,0,,,Egbert Ave,0.03789535,,,,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.38562 37.718697, -122.38577 37.718678, -122.38588 37.718693, -122.38598 37.718723, -122.38625 37.71886)"
1772,5125201,EL CAMINO DEL MAR,EL CAMINO DEL MAR,30TH AV,CLASS III,2W,,,,W,0,,,El Camino Del Mar,0.10252535,95,,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48963 37.787483, -122.4897 37.78739, -122.48972 37.78712, -122.48979 37.786896, -122.48985 37.786797, -122.4901 37.786552, -122.49047 37.786358, -122.49055 37.786278)"
2193,5125101,EL CAMINO DEL MAR,MC LAREN AV,EL CAMINO DEL MAR,CLASS III,2W,,,,E,1,,,El Camino Del Mar,0.09124676,65,,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48963 37.787483, -122.48958 37.787384, -122.4896 37.78711, -122.48967 37.78687, -122.48974 37.78675, -122.490005 37.786484, -122.49024 37.786358)"
290,19090000,EL CAMINO DEL MAR,LEGION OF HONOR DR,END,CLASS I,2W,,,Not City Maintained (OTHER PATH),E,1,,,,0.13452518,395,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.50037 37.785664, -122.50058 37.78552, -122.50128 37.785038, -122.50157 37.7848, -122.501816 37.784657, -122.50196 37.78458, -122.50228 37.78446)"
1824,5125102,EL CAMINO DEL MAR,30TH AV,MC LAREN AV,CLASS III,2W,,,,E,1,,,El Camino Del Mar,0.01888771,65,,,,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.49024 37.786358, -122.49042 37.786263, -122.49055 37.786278)"
1567,19090000,EL CAMINO DEL MAR,LEGION OF HONOR DR,END,CLASS I,2W,,,Not City Maintained (OTHER PATH),W,0,,,,0.13452518,395,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.50037 37.785664, -122.50058 37.78552, -122.50128 37.785038, -122.50157 37.7848, -122.501816 37.784657, -122.50196 37.78458, -122.50228 37.78446)"
1455,19092000,EL CAMINO DEL MAR,SEAL ROCK DR,POINT LOBOS AV,CLASS III,2W,,,,N,0,0,0,El Camino Del Mar,0.05889304,95,2012,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.509865 37.78062, -122.50958 37.780167, -122.50942 37.779846)"
5005,5123000,EL CAMINO DEL MAR,27TH AV,28TH AV,CLASS II,2W,,,,E,0,0,0,El Camino Del Mar,0.05631237,10,1997,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48741 37.787506, -122.48779 37.787487, -122.4881 37.78752, -122.48841 37.787613)"
2190,5126000,EL CAMINO DEL MAR,30TH AV,LAKE ST,CLASS III,2W,,,,W,0,0,0,El Camino Del Mar,0.08914003,395,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.49055 37.786278, -122.49068 37.786224, -122.491066 37.786148, -122.49142 37.78613, -122.4918 37.78623, -122.492065 37.786377)"
3837,5123000,EL CAMINO DEL MAR,27TH AV,28TH AV,CLASS II,2W,,,,W,1,0,0,El Camino Del Mar,0.05631237,4,1997,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48741 37.787506, -122.48779 37.787487, -122.4881 37.78752, -122.48841 37.787613)"
3904,5124000,EL CAMINO DEL MAR,28TH AV,EL CAMINO DEL MAR,CLASS II,2W,,,,E,1,0,0,El Camino Del Mar,0.06965546,95,2011,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48841 37.787613, -122.48863 37.787674, -122.488914 37.787674, -122.489204 37.787624, -122.48963 37.787483)"
664,5127000,EL CAMINO DEL MAR,LAKE ST,32ND AV,CLASS III,2W,,,,E,1,0,0,El Camino Del Mar,0.06425257,95,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.492065 37.786377, -122.492584 37.786663, -122.49278 37.78668, -122.4931 37.786575)"
2272,5122000,EL CAMINO DEL MAR,26TH AV,27TH AV,CLASS II,2W,,,,W,1,0,0,El Camino Del Mar,0.05827163,4,1997,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48634 37.787556, -122.48741 37.787506)"
2969,5127000,EL CAMINO DEL MAR,LAKE ST,32ND AV,CLASS III,2W,,,,W,0,0,0,El Camino Del Mar,0.06425257,395,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.492065 37.786377, -122.492584 37.786663, -122.49278 37.78668, -122.4931 37.786575)"
399,19092000,EL CAMINO DEL MAR,SEAL ROCK DR,POINT LOBOS AV,CLASS III,2W,,,,S,1,0,0,El Camino Del Mar,0.05889304,69,2012,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.509865 37.78062, -122.50958 37.780167, -122.50942 37.779846)"
4500,19089000,EL CAMINO DEL MAR,32ND AV,LEGION OF HONOR DR,CLASS III,2W,,,,E,1,0,0,El Camino Del Mar,0.4383314,65,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4931 37.786575, -122.49364 37.78649, -122.49393 37.786392, -122.49406 37.786297, -122.49432 37.786053, -122.494644 37.785885, -122.495 37.78581, -122.49579 37.785744, -122.49621 37.785767, -122.49663 37.785862, -122.49811 37.786316, -122.49849 37.786373, -122.499084 37.786385, -122.4994 37.78631, -122.50037 37.785664)"
1036,19089000,EL CAMINO DEL MAR,32ND AV,LEGION OF HONOR DR,CLASS III,2W,,,,W,0,0,0,El Camino Del Mar,0.4383314,395,0,,0,,,BIKE ROUTE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4931 37.786575, -122.49364 37.78649, -122.49393 37.786392, -122.49406 37.786297, -122.49432 37.786053, -122.494644 37.785885, -122.495 37.78581, -122.49579 37.785744, -122.49621 37.785767, -122.49663 37.785862, -122.49811 37.786316, -122.49849 37.786373, -122.499084 37.786385, -122.4994 37.78631, -122.50037 37.785664)"
2904,5120000,EL CAMINO DEL MAR,LINCOLN BLVD,25TH AV,CLASS II,2W,,,,E,0,0,0,El Camino Del Mar,0.06235945,10,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48413 37.78766, -122.48527 37.787605)"
5137,5121000,EL CAMINO DEL MAR,25TH AV,26TH AV,CLASS II,2W,,,,W,1,0,0,El Camino Del Mar,0.05896755,95,1996,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48527 37.787605, -122.48634 37.787556)"
2834,5122000,EL CAMINO DEL MAR,26TH AV,27TH AV,CLASS II,2W,,,,E,0,0,0,El Camino Del Mar,0.05827163,95,1997,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48634 37.787556, -122.48741 37.787506)"
1813,5124000,EL CAMINO DEL MAR,28TH AV,EL CAMINO DEL MAR,CLASS II,2W,,,,W,0,0,0,El Camino Del Mar,0.06965546,95,2011,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48841 37.787613, -122.48863 37.787674, -122.488914 37.787674, -122.489204 37.787624, -122.48963 37.787483)"
3276,5121000,EL CAMINO DEL MAR,25TH AV,26TH AV,CLASS II,2W,,,,E,0,0,0,El Camino Del Mar,0.05896755,95,1996,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48527 37.787605, -122.48634 37.787556)"
4053,5126000,EL CAMINO DEL MAR,30TH AV,LAKE ST,CLASS III,2W,,,,E,1,0,0,El Camino Del Mar,0.08914003,65,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.49055 37.786278, -122.49068 37.786224, -122.491066 37.786148, -122.49142 37.78613, -122.4918 37.78623, -122.492065 37.786377)"
4949,5120000,EL CAMINO DEL MAR,LINCOLN BLVD,25TH AV,CLASS II,2W,,,,W,1,0,0,El Camino Del Mar,0.06235945,95,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.48413 37.78766, -122.48527 37.787605)"
3812,5296000,EUCLID AVE,COMMONWEALTH AV,PARKER AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.05995936,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.455696 37.783974, -122.454605 37.784023)"
1242,5291000,EUCLID AVE,MANZANITA AV,COLLINS ST,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.05002643,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.451 37.78427, -122.45012 37.784477)"
356,5299000,EUCLID AVE,ARGUELLO BLVD,PALM AV,CLASS III,2W,,,,E,1,2015,4,Euclid St,0.06148809,0,2015,5,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45903 37.78382, -122.45791 37.78387)"
4217,5290000,EUCLID AVE,COLLINS ST,LAUREL ST,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.04951982,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45012 37.784477, -122.44926 37.784683)"
402,5299000,EUCLID AVE,ARGUELLO BLVD,PALM AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.06148809,0,2015,5,,,,BIKE LANE,2,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45903 37.78382, -122.45791 37.78387)"
1491,5297000,EUCLID AVE,JORDAN AV,COMMONWEALTH AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.06041225,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4568 37.783924, -122.455696 37.783974)"
3465,5294000,EUCLID AVE,SPRUCE ST,HEATHER AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.04936514,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45364 37.78405, -122.452736 37.78406)"
2044,5292000,EUCLID AVE,IRIS AV,MANZANITA AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.04835094,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45186 37.784122, -122.451 37.78427)"
4265,5289000,EUCLID AVE,LAUREL ST,MASONIC AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.0943108,0,2015,5,,,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.44926 37.784683, -122.44761 37.78508)"
5123,5293000,EUCLID AVE,HEATHER AV,IRIS AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.04821432,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.452736 37.78406, -122.45199 37.7841, -122.45186 37.784122)"
2912,5288000,EUCLID AVE,MASONIC AV,PRESIDIO AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.06850909,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44761 37.78508, -122.44641 37.785366)"
2864,5295000,EUCLID AVE,PARKER AV,SPRUCE ST,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.05280964,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.454605 37.784023, -122.45364 37.78405)"
3938,5290000,EUCLID AVE,COLLINS ST,LAUREL ST,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.04951982,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45012 37.784477, -122.44926 37.784683)"
1198,5298000,EUCLID AVE,PALM AV,JORDAN AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.0608523,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45791 37.78387, -122.4568 37.783924)"
4581,5291000,EUCLID AVE,MANZANITA AV,COLLINS ST,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.05002643,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.451 37.78427, -122.45012 37.784477)"
4046,5295000,EUCLID AVE,PARKER AV,SPRUCE ST,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.05280964,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.454605 37.784023, -122.45364 37.78405)"
1768,5289000,EUCLID AVE,LAUREL ST,MASONIC AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.0943108,0,2015,5,,,,BIKE LANE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44926 37.784683, -122.44761 37.78508)"
191,5292000,EUCLID AVE,IRIS AV,MANZANITA AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.04835094,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45186 37.784122, -122.451 37.78427)"
3894,5288000,EUCLID AVE,MASONIC AV,PRESIDIO AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.06850909,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.44761 37.78508, -122.44641 37.785366)"
5181,5297000,EUCLID AVE,JORDAN AV,COMMONWEALTH AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.06041225,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4568 37.783924, -122.455696 37.783974)"
2165,5296000,EUCLID AVE,COMMONWEALTH AV,PARKER AV,CLASS II,2W,,,,W,0,2015,4,Euclid St,0.05995936,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.455696 37.783974, -122.454605 37.784023)"
202,5293000,EUCLID AVE,HEATHER AV,IRIS AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.04821432,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.452736 37.78406, -122.45199 37.7841, -122.45186 37.784122)"
3125,5294000,EUCLID AVE,SPRUCE ST,HEATHER AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.04936514,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45364 37.78405, -122.452736 37.78406)"
4772,5298000,EUCLID AVE,PALM AV,JORDAN AV,CLASS II,2W,,,,E,1,2015,4,Euclid St,0.0608523,0,2015,5,,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45791 37.78387, -122.4568 37.783924)"
3986,5319000,EUREKA ST,19TH ST,20TH ST,CLASS III,2W,,,,N,0,,,Eureka St,0.11079978,49,2010,,,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4381 37.759087, -122.43794 37.757484)"
3170,5318000,EUREKA ST,18TH ST,19TH ST,CLASS III,2W,,,,N,0,0,0,Eureka St,0.11064254,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.438255 37.76069, -122.4381 37.759087)"
4470,5322000,EUREKA ST,21ST ST,22ND ST,CLASS III,2W,,,,N,0,0,0,Eureka St,0.08612832,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43776 37.755535, -122.43764 37.75429)"
4714,5316000,EUREKA ST,17TH ST,MARKET ST,CLASS III,1W,,,,S,0,0,0,Eureka St,0.0405955,49,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43841 37.762287, -122.43835 37.7617)"
